x0000,y0000,x0001,y0001
3.41130397,-122.039489,3.41130397,-84.91391985,
3.415234264,-118.8746719,3.415234264,-80.02965878,
3.419129308,-125.1164401,3.419129308,-84.18005461,
3.422989729,-140.3555534,3.422989729,-97.00191315,
3.426816136,-138.7916338,3.426816136,-115.8377567,
3.430609125,-140.7826938,3.430609125,-117.4448306,
3.434369274,-143.4456682,3.434369274,-103.945676,
3.438097147,-138.7059102,3.438097147,-102.4508069,
3.441793292,-135.1736532,3.441793292,-101.5906527,
3.445458246,-134.4536115,3.445458246,-94.81585715,
3.449092531,-136.2091515,3.449092531,-96.46285038,
3.452696655,-139.680665,3.452696655,-104.961118,
3.456271116,-148.9227744,3.456271116,-105.7987927,
3.459816397,-147.5352665,3.459816397,-121.1164571,
3.46333297,-162.1970868,3.46333297,-107.3285323,
3.466821298,-143.0830794,3.466821298,-109.984747,
3.47028183,-126.8961679,3.47028183,-88.79571308,
3.473715006,-111.6438661,3.473715006,-73.42173781,
3.477121255,-106.9952116,3.477121255,-68.95500648,
3.480500995,-111.4361965,3.480500995,-73.30519037,
3.483854637,-127.5128501,3.483854637,-88.24342814,
3.487182581,-157.672374,3.487182581,-109.7174811,
3.490485216,-142.0411627,3.490485216,-112.513433,
3.493762926,-140.8142887,3.493762926,-112.5310412,
3.497016083,-145.7498668,3.497016083,-105.8838487,
3.500245054,-138.204915,3.500245054,-110.8785578,
3.503450193,-127.6067952,3.503450193,-94.89196395,
3.506631852,-128.244925,3.506631852,-92.63828116,
3.509790371,-139.5915011,3.509790371,-101.17299,
3.512926085,-150.0468835,3.512926085,-117.7337485,
3.516039321,-160.1507774,3.516039321,-117.9382258,
3.519130398,-145.0030026,3.519130398,-124.3202924,
3.522199629,-143.6243727,3.522199629,-113.6173841,
3.525247323,-135.8734583,3.525247323,-110.0443449,
3.528273777,-122.2219111,3.528273777,-88.03839171,
3.531279287,-117.8907727,3.531279287,-82.49276689,
3.534264141,-122.525994,3.534264141,-86.41662445,
3.53722862,-137.2634065,3.53722862,-100.9789191,
3.540173,-141.7695156,3.540173,-113.1085489,
3.543097553,-145.1474148,3.543097553,-113.7733132,
3.546002544,-154.1440486,3.546002544,-114.4666915,
3.548888232,-147.0687063,3.548888232,-112.6830403,
3.551754873,-137.7460586,3.551754873,-94.99190324,
3.554602716,-124.7010718,3.554602716,-83.5037226,
3.557432006,-123.075737,3.557432006,-82.50249561,
3.560242983,-130.8566745,3.560242983,-90.50547249,
3.563035883,-154.7227929,3.563035883,-109.2186274,
3.565810937,-149.8121348,3.565810937,-124.636378,
3.568568372,-132.6655098,3.568568372,-104.8772826,
3.571308409,-117.0221013,3.571308409,-87.91715713,
3.574031268,-112.4354597,3.574031268,-83.36574599,
3.576737161,-116.5782624,3.576737161,-86.13652021,
3.5794263,-119.4429888,3.5794263,-82.53708219,
3.582098889,-122.6389417,3.582098889,-85.59442117,
3.584755133,-135.2190697,3.584755133,-99.06912319,
3.587395229,-144.953943,3.587395229,-112.2015545,
3.590019373,-141.2524723,3.590019373,-110.0817495,
3.592627756,-144.3573835,3.592627756,-118.3857525,
3.595220567,-143.7824264,3.595220567,-112.8569935,
3.59779799,-138.024996,3.59779799,-105.9958816,
3.600360206,-133.3818295,3.600360206,-99.08434311,
3.602907395,-132.7069322,3.602907395,-97.07103893,
3.605439732,-141.098992,3.605439732,-101.8240124,
3.607957388,-162.3757672,3.607957388,-108.2249062,
3.610460533,-159.6584397,3.610460533,-110.9682523,
3.612949334,-150.5768933,3.612949334,-125.2306196,
3.615423953,-141.4897301,3.615423953,-118.2164774,
3.617884551,-151.3426126,3.617884551,-108.5368255,
3.620331287,-126.5285463,3.620331287,-87.29491365,
3.622764316,-120.3971781,3.622764316,-81.39100976,
3.62518379,-124.1488868,3.62518379,-85.26375348,
3.62758986,-138.8574257,3.62758986,-102.5209326,
3.629982673,-149.2137748,3.629982673,-117.2218197,
3.632362375,-146.7690822,3.632362375,-115.2097216,
3.634729108,-145.0996346,3.634729108,-114.0816839,
3.637083013,-144.9670752,3.637083013,-111.4789408,
3.639424229,-145.7786961,3.639424229,-112.71752,
3.641752892,-134.4065581,3.641752892,-106.7834504,
3.644069134,-131.9897374,3.644069134,-101.4042214,
3.646373089,-140.7783626,3.646373089,-105.2730693,
3.648664886,-133.3265664,3.648664886,-103.8328255,
3.650944652,-117.5644015,3.650944652,-89.30254242,
3.653212514,-113.1508038,3.653212514,-84.76199501,
3.655468594,-117.9157544,3.655468594,-89.06570302,
3.657713015,-135.6961843,3.657713015,-106.9185904,
3.659945896,-135.2244007,3.659945896,-88.95039452,
3.662167356,-128.1809843,3.662167356,-82.03240091,
3.664377511,-128.8710244,3.664377511,-84.28459879,
3.666576475,-135.8983618,3.666576475,-96.54826905,
3.668764361,-137.4829594,3.668764361,-114.2760001,
3.670941281,-140.0572006,3.670941281,-129.2881188,
3.673107342,-149.7890866,3.673107342,-113.969679,
3.675262655,-153.2082386,3.675262655,-113.2889961,
3.677407323,-140.8448235,3.677407323,-104.4074644,
3.679541452,-136.1199777,3.679541452,-94.84695797,
3.681665146,-137.9647212,3.681665146,-92.17022685,
3.683778505,-146.549091,3.683778505,-97.62887645,
3.685881631,-142.6437878,3.685881631,-108.090273,
3.68797462,-140.7753709,3.68797462,-112.4994145,
3.690057571,-145.096166,3.690057571,-119.4563509,
3.69213058,-149.4136609,3.69213058,-119.2201703,
3.69419374,-164.4048041,3.69419374,-113.3222769,
3.696247146,-143.5986627,3.696247146,-96.59656099,
3.698290889,-132.7772447,3.698290889,-88.97972532,
3.700325058,-133.3153455,3.700325058,-90.16544386,
3.702349745,-139.547035,3.702349745,-100.6972448,
3.704365036,-147.1918751,3.704365036,-127.3506003,
3.706371019,-161.9962206,3.706371019,-119.6589618,
3.708367779,-153.2111647,3.708367779,-112.5771431,
3.7103554,-152.1668691,3.7103554,-112.172428,
3.712333966,-149.3960672,3.712333966,-103.8636054,
3.714303559,-129.6053619,3.714303559,-92.14417857,
3.71626426,-128.4320261,3.71626426,-89.78527297,
3.718216148,-119.8560703,3.718216148,-94.94872566,
3.720159303,-114.2453192,3.720159303,-87.62034067,
3.722093803,-119.0169264,3.722093803,-93.65751018,
3.724019724,-136.5694541,3.724019724,-124.3595222,
3.725937142,-151.7682664,3.725937142,-117.5826454,
3.727846132,-144.9605216,3.727846132,-114.970902,
3.729746767,-131.1267227,3.729746767,-93.05483055,
3.731639121,-121.4937961,3.731639121,-83.9327752,
3.733523265,-122.6422648,3.733523265,-84.79357214,
3.73539927,-134.7432747,3.73539927,-96.13587195,
3.737267206,-147.8875146,3.737267206,-115.9372486,
3.739127142,-149.6211159,3.739127142,-119.2675312,
3.740979147,-148.4739732,3.740979147,-121.5072392,
3.742823288,-153.0288245,3.742823288,-114.4519373,
3.744659631,-161.4489405,3.744659631,-123.3272455,
3.746488242,-133.2454411,3.746488242,-96.05504256,
3.748309186,-128.4532622,3.748309186,-91.44116805,
3.750122527,-133.8561267,3.750122527,-96.46529257,
3.751928328,-142.8043669,3.751928328,-109.45193,
3.753726651,-143.1243516,3.753726651,-122.5147371,
3.755517559,-143.4938679,3.755517559,-116.0288809,
3.757301111,-142.9558937,3.757301111,-117.4235535,
3.759077369,-149.8679969,3.759077369,-117.7967898,
3.760846392,-141.3100908,3.760846392,-106.4455896,
3.762608238,-131.8638929,3.762608238,-101.0504667,
3.764362966,-133.3335823,3.764362966,-105.7292301,
3.766110632,-139.7613406,3.766110632,-116.5290397,
3.767851294,-141.3838195,3.767851294,-117.2215928,
3.769585007,-152.3435886,3.769585007,-121.288188,
3.771311826,-153.6901491,3.771311826,-115.3842224,
3.773031806,-141.5141218,3.773031806,-108.938277,
3.774745002,-141.4654524,3.774745002,-118.009657,
3.776451466,-120.8513869,3.776451466,-92.60649863,
3.77815125,-115.905096,3.77815125,-87.93538089,
3.779844408,-120.5233811,3.779844408,-92.91450853,
3.781530991,-138.9361191,3.781530991,-109.3044616,
3.783211049,-145.3642736,3.783211049,-113.009308,
3.784884633,-143.9958983,3.784884633,-114.1034065,
3.786551792,-142.20555,3.786551792,-115.1235209,
3.788212576,-144.0094745,3.788212576,-113.572849,
3.789867034,-128.3968973,3.789867034,-94.10513906,
3.791515212,-118.2555903,3.791515212,-84.13279152,
3.793157159,-117.9802442,3.793157159,-83.89532911,
3.794792922,-126.4088232,3.794792922,-93.05528146,
3.796422546,-136.8855585,3.796422546,-114.3656256,
3.798046079,-135.6915877,3.798046079,-113.4565642,
3.799663565,-139.0424476,3.799663565,-115.411193,
3.801275049,-154.5489844,3.801275049,-111.1830486,
3.802880576,-145.014154,3.802880576,-115.3289739,
3.804480189,-134.680049,3.804480189,-107.5759143,
3.806073932,-130.2671282,3.806073932,-100.6809972,
3.807661848,-133.329846,3.807661848,-102.7178366,
3.809243979,-148.5400984,3.809243979,-116.8037012,
3.810820367,-137.4466071,3.810820367,-112.3428417,
3.812391054,-136.6494562,3.812391054,-117.7077686,
3.813956081,-140.9343041,3.813956081,-123.6113389,
3.815515488,-143.4017577,3.815515488,-121.9879422,
3.817069316,-127.8838328,3.817069316,-93.54504485,
3.818617605,-117.6335102,3.818617605,-82.44837383,
3.820160393,-116.9690782,3.820160393,-81.60009819,
3.821697721,-125.7920959,3.821697721,-90.23850011,
3.823229625,-148.1650211,3.823229625,-113.6876449,
3.824756145,-149.9218791,3.824756145,-123.3182583,
3.826277318,-134.7552833,3.826277318,-111.6603786,
3.827793182,-120.8311464,3.827793182,-95.52774315,
3.829303773,-116.6437662,3.829303773,-91.04934265,
3.830809128,-121.5940054,3.830809128,-95.13191525,
3.832309283,-132.8994226,3.832309283,-91.24399514,
3.833804274,-133.7046209,3.833804274,-93.42223631,
3.835294137,-136.8118866,3.835294137,-101.1248126,
3.836778905,-139.6711,3.836778905,-104.5401859,
3.838258615,-148.4728636,3.838258615,-108.6851351,
3.839733301,-141.3143852,3.839733301,-112.774967,
3.841202996,-140.1506322,3.841202996,-115.2303629,
3.842667734,-135.6534799,3.842667734,-100.312989,
3.844127549,-123.6464914,3.844127549,-87.82295049,
3.845582473,-122.3710568,3.845582473,-86.25190652,
3.84703254,-130.6471659,3.84703254,-93.95864254,
3.848477781,-143.7824141,3.848477781,-112.7615815,
3.849918228,-149.4280414,3.849918228,-126.1969893,
3.851353914,-152.2353431,3.851353914,-119.3267715,
3.852784869,-144.6466333,3.852784869,-116.1507551,
3.854211124,-144.4005788,3.854211124,-115.0098037,
3.855632712,-131.2272938,3.855632712,-98.06072517,
3.857049661,-126.2229105,3.857049661,-91.96113715,
3.858462002,-128.5239147,3.858462002,-94.90424437,
3.859869764,-138.4621057,3.859869764,-110.0552901,
3.861272979,-162.4717703,3.861272979,-120.5318573,
3.862671674,-149.5497763,3.862671674,-125.7319356,
3.864065879,-150.7066399,3.864065879,-116.0866829,
3.865455623,-150.053825,3.865455623,-117.8425754,
3.866840933,-150.8965655,3.866840933,-112.4116648,
3.868221839,-134.5371576,3.868221839,-99.12169234,
3.869598368,-132.9586551,3.869598368,-96.35342268,
3.870970547,-143.2457954,3.870970547,-102.8388017,
3.872338405,-141.4256151,3.872338405,-112.7277253,
3.873701968,-124.0006497,3.873701968,-99.71772349,
3.875061263,-119.4628499,3.875061263,-95.07160811,
3.876416317,-124.173773,3.876416317,-99.1433363,
3.877767157,-138.4264471,3.877767157,-108.9571287,
3.879113807,-131.5873021,3.879113807,-99.17513426,
3.880456295,-125.7739349,3.880456295,-93.65956359,
3.881794646,-127.5283648,3.881794646,-96.19443157,
3.883128885,-136.1344118,3.883128885,-108.7435563,
3.884459038,-141.8878819,3.884459038,-120.2278589,
3.885785129,-142.2774246,3.885785129,-119.0688523,
3.887107183,-141.4925252,3.887107183,-119.0776587,
3.888425225,-141.2694027,3.888425225,-120.9785813,
3.889739279,-135.5552704,3.889739279,-100.7740739,
3.891049369,-123.9738559,3.891049369,-87.96047828,
3.892355519,-121.2329144,3.892355519,-85.29694866,
3.893657752,-126.630489,3.893657752,-91.76905441,
3.894956092,-135.6873033,3.894956092,-109.4800398,
3.896250562,-138.4770855,3.896250562,-114.3794622,
3.897541186,-154.1303049,3.897541186,-118.9530584,
3.898827985,-142.2112622,3.898827985,-117.8172087,
3.900110983,-141.6021888,3.900110983,-117.1809804,
3.901390202,-141.2664094,3.901390202,-110.9532837,
3.902665664,-137.904719,3.902665664,-103.831929,
3.903937391,-137.7988881,3.903937391,-104.9722687,
3.905205405,-145.927567,3.905205405,-112.8771441,
3.906469728,-155.5834638,3.906469728,-116.812471,
3.90773038,-162.4332885,3.90773038,-117.031878,
3.908987384,-142.2322191,3.908987384,-124.9284519,
3.91024076,-136.1184483,3.91024076,-117.949363,
3.911490529,-140.9568424,3.911490529,-125.071245,
3.912736712,-144.2365207,3.912736712,-112.3948937,
3.913979329,-134.7485152,3.913979329,-108.8162616,
3.915218402,-124.7172493,3.915218402,-101.625068,
3.916453949,-120.7858099,3.916453949,-97.51450141,
3.91768599,-125.7361946,3.91768599,-103.0173499,
3.918914547,-147.5571729,3.918914547,-122.7838359,
3.920139638,-138.3233307,3.920139638,-112.8263355,
3.921361283,-144.055226,3.921361283,-119.1805315,
3.922579501,-136.9909625,3.922579501,-105.8727515,
3.923794312,-128.9176626,3.923794312,-96.87886702,
3.925005734,-131.6147779,3.925005734,-98.2120797,
3.926213786,-135.0638646,3.926213786,-111.6462342,
3.927418487,-134.8951674,3.927418487,-112.0844685,
3.928619856,-139.329342,3.928619856,-116.0088131,
3.92981791,-142.0163091,3.92981791,-115.5153041,
3.931012669,-149.9264146,3.931012669,-118.9426118,
3.93220415,-138.6435829,3.93220415,-106.2965624,
3.93339237,-127.1365128,3.93339237,-92.14616943,
3.934577349,-123.3999461,3.934577349,-88.26812321,
3.935759104,-129.2548717,3.935759104,-93.43912187,
3.936937651,-140.5754981,3.936937651,-112.9487826,
3.938113009,-139.020377,3.938113009,-122.8355787,
3.939285195,-140.4781345,3.939285195,-123.9932436,
3.940454225,-136.1631032,3.940454225,-114.5496134,
3.941620117,-134.7918231,3.941620117,-111.256818,
3.942782887,-137.7894448,3.942782887,-101.621419,
3.943942553,-128.3785504,3.943942553,-92.29398895,
3.94509913,-127.433998,3.94509913,-92.47681097,
3.946252635,-136.8369158,3.946252635,-102.6340349,
3.947403085,-145.2154598,3.947403085,-115.5230181,
3.948550495,-144.0046892,3.948550495,-117.3417962,
3.949694882,-140.1516163,3.949694882,-119.0268849,
3.950836261,-139.8660727,3.950836261,-120.6335953,
3.951974648,-142.9478968,3.951974648,-114.5967208,
3.953110059,-147.1616183,3.953110059,-100.506469,
3.954242509,-136.9679858,3.954242509,-96.14269615,
3.955372015,-135.2819259,3.955372015,-101.2286802,
3.95649859,-134.3573473,3.95649859,-116.1221608,
3.95762225,-133.3795215,3.95762225,-112.318217,
3.958743011,-134.551053,3.958743011,-112.8168905,
3.959860886,-140.4891985,3.959860886,-118.3975931,
3.960975892,-140.7812071,3.960975892,-132.4033437,
3.962088042,-153.1017307,3.962088042,-113.187973,
3.963197352,-137.5873579,3.963197352,-102.1010469,
3.964303835,-138.6061576,3.964303835,-101.699287,
3.965407507,-157.7898912,3.965407507,-111.3930727,
3.966508381,-155.3929256,3.966508381,-132.55145,
3.967606471,-153.5243035,3.967606471,-120.5057558,
3.968701792,-157.9325869,3.968701792,-117.3767014,
3.969794357,-151.548603,3.969794357,-119.8927267,
3.970884181,-143.6179857,3.970884181,-121.568285,
3.971971276,-143.4624111,3.971971276,-105.5333099,
3.973055658,-136.1006166,3.973055658,-99.36302405,
3.974137338,-137.9393915,3.974137338,-102.4012608,
3.975216331,-140.5866163,3.975216331,-112.1915109,
3.97629265,-134.4729393,3.97629265,-113.08986,
3.977366308,-135.8335665,3.977366308,-113.6222275,
3.978437319,-145.9312752,3.978437319,-120.4230173,
3.979505694,-146.4506581,3.979505694,-121.828471,
3.980571448,-137.1478665,3.980571448,-105.4498859,
3.981634593,-130.4532567,3.981634593,-97.51529626,
3.982695142,-131.2887056,3.982695142,-97.48468691,
3.983753107,-140.6513982,3.983753107,-105.5478881,
3.984808501,-148.3173308,3.984808501,-121.1428825,
3.985861337,-162.2293307,3.985861337,-140.3971659,
3.986911626,-154.7993328,3.986911626,-125.3197579,
3.987959382,-137.4449044,3.987959382,-111.6482398,
3.989004616,-134.2553154,3.989004616,-117.4164456,
3.99004734,-127.7254159,3.99004734,-93.39082311,
3.991087567,-119.5117488,3.991087567,-86.675715,
3.992125308,-122.3371483,3.992125308,-89.74395585,
3.993160575,-133.3707538,3.993160575,-103.1545914,
3.994193381,-140.7848183,3.994193381,-126.0723438,
3.995223736,-138.1042151,3.995223736,-119.1472781,
3.996251652,-136.8055949,3.996251652,-112.6239796,
3.997277142,-142.0692645,3.997277142,-114.8356009,
3.998300215,-148.9157378,3.998300215,-124.5493069,
3.999320884,-134.1245615,3.999320884,-105.7287961,
4.00033916,-130.429182,4.00033916,-103.5554376,
4.001355054,-133.1358033,4.001355054,-110.3599847,
4.002368577,-141.8502021,4.002368577,-126.0461731,
4.003379741,-140.1256684,4.003379741,-113.8649631,
4.004388555,-135.1967061,4.004388555,-110.392454,
4.005395032,-146.2005374,4.005395032,-116.8766771,
4.006399181,-143.3486908,4.006399181,-118.956963,
4.007401015,-128.5910571,4.007401015,-96.55161795,
4.008400542,-121.811924,4.008400542,-89.96627313,
4.009397774,-125.6369135,4.009397774,-92.78252553,
4.010392722,-140.9839206,4.010392722,-105.2171082,
4.011385396,-140.0289875,4.011385396,-115.1898403,
4.012375805,-136.1909615,4.012375805,-113.8622816,
4.013363962,-138.3764681,4.013363962,-115.5681583,
4.014349875,-154.2497441,4.014349875,-123.2379126,
4.015333554,-143.21975,4.015333554,-117.1202997,
4.016315011,-152.0382008,4.016315011,-110.4741303,
4.017294255,-135.6060661,4.017294255,-108.6351064,
4.018271296,-137.7820535,4.018271296,-114.5122861,
4.019246144,-143.3880116,4.019246144,-116.5298127,
4.020218808,-137.5920049,4.020218808,-112.5544267,
4.021189299,-132.1543026,4.021189299,-108.9381386,
4.022157626,-132.27306,4.022157626,-109.282198,
4.023123799,-137.8877069,4.023123799,-120.2724555,
4.024087827,-135.0263388,4.024087827,-100.1618824,
4.02504972,-127.5464242,4.02504972,-92.94670823,
4.026009487,-131.1774253,4.026009487,-95.36812267,
4.026967138,-146.2314665,4.026967138,-108.6899535,
4.027922682,-138.3122483,4.027922682,-118.7139414,
4.028876128,-138.1309464,4.028876128,-118.8420526,
4.029827485,-136.6576725,4.029827485,-115.8792324,
4.030776763,-135.0058535,4.030776763,-113.2430278,
4.031723971,-151.0593213,4.031723971,-111.3959571,
4.032669117,-127.1447442,4.032669117,-94.65708977,
4.03361221,-123.5194519,4.03361221,-91.75774897,
4.034553261,-129.3146337,4.034553261,-98.30615539,
4.035492276,-145.620473,4.035492276,-118.6479432,
4.036429266,-148.4629853,4.036429266,-118.3491396,
4.037364238,-145.613414,4.037364238,-118.8151526,
4.038297202,-144.5915083,4.038297202,-122.8478352,
4.039228166,-142.594107,4.039228166,-121.5744311,
4.040157138,-132.2986525,4.040157138,-101.2179473,
4.041084128,-125.1054341,4.041084128,-93.52023433,
4.042009143,-127.9592173,4.042009143,-95.38804617,
4.042932192,-143.2380601,4.042932192,-108.0674095,
4.043853284,-136.6603602,4.043853284,-112.0585127,
4.044772426,-135.8392437,4.044772426,-110.3092009,
4.045689627,-139.1177543,4.045689627,-112.4804393,
4.046604895,-145.7825871,4.046604895,-117.5601026,
4.047518238,-146.0192071,4.047518238,-114.7494743,
4.048429664,-133.0349529,4.048429664,-100.6525729,
4.049339182,-128.1044967,4.049339182,-96.55987993,
4.050246798,-129.3756612,4.050246798,-100.6544031,
4.051152522,-132.8467306,4.051152522,-109.8371455,
4.052056361,-138.4118181,4.052056361,-116.4225911,
4.052958323,-149.2119893,4.052958323,-124.9803548,
4.053858416,-154.9443146,4.053858416,-124.2155066,
4.054756647,-147.1075094,4.054756647,-118.1141652,
4.055653024,-133.2275515,4.055653024,-98.88521294,
4.056547554,-122.6222151,4.056547554,-90.20094158,
4.057440246,-122.3487942,4.057440246,-91.00189735,
4.058331107,-130.1568112,4.058331107,-101.3356733,
4.059220144,-148.7325751,4.059220144,-123.7162919,
4.060107365,-139.5515448,4.060107365,-115.597743,
4.060992777,-139.0519957,4.060992777,-117.4750303,
4.061876388,-139.4533569,4.061876388,-121.4178815,
4.062758204,-143.1195517,4.062758204,-121.7478385,
4.063638234,-135.1828097,4.063638234,-102.4836546,
4.064516484,-128.7555442,4.064516484,-98.20388716,
4.065392962,-132.1148697,4.065392962,-103.0314181,
4.066267674,-140.0345969,4.066267674,-115.7681267,
4.067140628,-147.6316283,4.067140628,-127.2086535,
4.068011831,-145.5274083,4.068011831,-124.7844658,
4.068881289,-145.6559914,4.068881289,-126.9148968,
4.069749011,-148.7745868,4.069749011,-121.5892488,
4.070615002,-144.6937405,4.070615002,-111.3635775,
4.07147927,-132.7525982,4.07147927,-99.7512029,
4.072341822,-132.3762826,4.072341822,-99.94330876,
4.073202663,-139.1766294,4.073202663,-110.8169538,
4.074061802,-136.521154,4.074061802,-116.6549668,
4.074919244,-137.8273996,4.074919244,-119.9749088,
4.075774997,-140.8348267,4.075774997,-123.5149232,
4.076629067,-141.8877421,4.076629067,-147.6665023,
4.077481461,-138.9603377,4.077481461,-121.700065,
4.078332185,-131.8944113,4.078332185,-104.9780278,
4.079181246,-129.9619005,4.079181246,-100.237018,
4.08002865,-138.0152765,4.08002865,-104.5854327,
4.080874404,-142.7608518,4.080874404,-121.0848938,
4.081718514,-142.7575417,4.081718514,-127.8622557,
4.082560987,-146.497232,4.082560987,-129.7497939,
4.083401828,-142.7472866,4.083401828,-118.5214511,
4.084241045,-148.2186998,4.084241045,-118.6601285,
4.085078643,-129.600122,4.085078643,-97.51236453,
4.085914629,-119.4125169,4.085914629,-87.53849735,
